image_shg_2023,logo,,320,80
Hessamoddin Sharifpour,string,,,
Huss Elshamy,string,,,
Hyeree Oh,string,,,
Ian Laue,string,,,
Ida Hashemi,string,,,
Imre Leen,string,,,
Iris （姚佳） Yao,string,,,
Ivan Beletsky,string,,,
Ivan Kovalkovskyi,string,,,
Iván Company Avi,string,,,
J.R. Dunn,string,,,
Jack Halpin,string,,,
Jacob Wessa,string,,,
Jagadish Kagitala,string,,,
Jaime Calahorrano,string,,,
Jake Xu,string,,,
James Davidson,string,,,
James Hackett,string,,,
James Hall,string,,,
James Nagel,string,,,
Jaskaren Saini,string,,,
Jason Lei,string,,,
Jason Wei,string,,,
Jason （邵佳） Shao,string,,,
Jason（尤寅） You,string,,,
Jean-Philippe Jodoin,string,,,
Jeff Siegel,string,,,
Jeffery Xiao,string,,,
Jen Muller,string,,,
Jennifer Morehead,string,,,
Jeremy Reimer,string,,,
Jesse Labate,string,,,
Jessica Lin,string,,,
Jessica Zhao,string,,,
Jiahao Yan,string,,,
Jiawei （孙佳维） Sun,string,,,
Jithin Perumpally Mana,string,,,
Joe Caslin,string,,,
John Hamill,string,,,
John O'Donnell,string,,,
Jonathan Lauw,string,,,
Jordan Abbatiello,string,,,
Jordan Black,string,,,
Jordan Siaw,string,,,
Josh Campbell,string,,,
Josh Hall,string,,,
Josh Williams,string,,,
Joyce Wu,string,,,
Juan Domenech Fernandez,string,,,
Julian Ding,string,,,
Julian Rocha,string,,,
Julie Ferguson,string,,,
Julilla Paul,string,,,
Julio Batista,string,,,
Jun Wang,string,,,
Kalah Mingo,string,,,
Karan Chaudhary,string,,,
Karina Lei,string,,,
Karlo Hurtado,string,,,
Karolina Kluska,string,,,
Katarzyna Boddy,string,,,
Kavish Bhathija,string,,,
Ke Li,string,,,
Keenan Tims,string,,,
Kendra Krzywicki,string,,,
Kenneth Quibuyen,string,,,
Kevin Fei,string,,,
Kevin O'Sullivan,string,,,
Klaudia Landicho,string,,,
Kris Davidsohn,string,,,
Kurt Gabrick,string,,,
Kyle Burnette,string,,,
Laura Giuria,string,,,
Laura Zodrow,string,,,
Laurent Loubière,string,,,
Leo Shen,string,,,
Liang Chen,string,,,
Lili Lin,string,,,
Lohith Arokia Raj,string,,,
Loïc Vourch,string,,,
Luca Castoro,string,,,
Luca Chiossi,string,,,
Luca Salfi,string,,,
Luis Gomez,string,,,
Luke Burden,string,,,
Luke Hansen,string,,,
Luke Hollinda,string,,,
Maarten Goldstein,string,,,
Mahad Rehan,string,,,
Malcolm Dowse,string,,,
Manek Gujral,string,,,
Marcus Hall,string,,,
Marek Slabicki,string,,,
Mark Burmeister,string,,,
Mark Mcdonagh,string,,,
Mark Tong,string,,,
Martin Mcgovern,string,,,
Martynas Draždžiulis,string,,,
Mate Jurlina,string,,,
Matt Mercer,string,,,
Matthew Shaw,string,,,
Matthew Taggart,string,,,
Mauro De Carvalho,string,,,
Max Vizard,string,,,
Meabh Mccarthy,string,,,
Mert Kipcak,string,,,
Michael Chi,string,,,
Michael Gale,string,,,
Michael Geary,string,,,
Michael Tom-Wing,string,,,
Mike Edwards,string,,,
Mike Trienis,string,,,
Mike Whitty,string,,,
Minchang Zhang,string,,,
Mitch Duffield,string,,,
Morgan Brickley,string,,,
Mônica Mota Ocariz,string,,,
Neil Cassar Eldridge,string,,,
Neil Prasad,string,,,
Nicholas Wolf,string,,,
Nick Hopewell,string,,,
Nick Johnson,string,,,
Nivethitha Subaschandrabose,string,,,
Noah Baker,string,,,
Nurgul Akhshatayeva,string,,,
Oleksandr Tymchyshyn,string,,,
Olivia Chung,string,,,
Omar Ishkintana,string,,,
Omi （高尚洁） Gao,string,,,
Omkar Kulkarni,string,,,
Otto Yiu,string,,,
Padraic Hallinan,string,,,
Pariya Raoufi,string,,,
Pat Lynam,string,,,
Pat Mcknight,string,,,
Patrick Barrington,string,,,
Patrick Filion,string,,,
Patrik Wihlke,string,,,
Paul Hoefgen,string,,,
Pavel Shchurov,string,,,
Pete （张彬） Zhang,string,,,
Pooja Bansal,string,,,
Pranay Mithaigari,string,,,
Pratik Chakravorty,string,,,
Raghu Harwadekar,string,,,
Rajashekar Raja,string,,,
Rajeev Ranjan,string,,,
Rajendra Ginjupalli,string,,,
Rashid Umar,string,,,
Rashmi Prasad,string,,,
Ravi Vadlamudi,string,,,
Rebecca Czaicka,string,,,
Reza Zarebidaky,string,,,
Ria Agarwal,string,,,
Rich Oh,string,,,
Richard Chien,string,,,
Richard Gray,string,,,
Rishab Joshi,string,,,
Rishav Bhowmick,string,,,
Rob Baron,string,,,
Rob Gallagher,string,,,
Rob Sherman,string,,,
Robin Björklin,string,,,
Robin Ellsworth,string,,,
Robin Mahony,string,,,
Robin Mizreh,string,,,
Rohith Madamshetty,string,,,
Roman Rabinovich,string,,,
Romin Kayani,string,,,
Rory Higgins,string,,,
Roy （姜睿） Jiang,string,,,
Ruth Murphy,string,,,
Ryad Ammar,string,,,
Ryan Banks,string,,,
Sai Bharadwaj Pappu,string,,,
Sameer Ahmed,string,,,
Samir Karki,string,,,
Sampson Liu,string,,,
Samson Gama,string,,,
Sanyami Shah,string,,,
Seamus Rooney,string,,,
Sean Cortes,string,,,
Sean Wu,string,,,
Segal Au,string,,,
Seraj Aldin Abo Sabbah,string,,,
Sergei Fomin,string,,,
Shadae Kawaguchi,string,,,
Shaunee Obrien,string,,,
Shawn Feeney,string,,,
Shih-Min Lee,string,,,
Sida Zhang,string,,,
Sigrid Liang,string,,,
Sindhoora Rangineni,string,,,
Sivateja Nalluri,string,,,
Sky （袁昊洋） Yuan,string,,,
Stephen O'Neill,string,,,
Stephen Roantree,string,,,
Stephen （关轶凡） Guan,string,,,
Steve Fraser,string,,,
Steve Lang,string,,,
Steve Loken,string,,,
Steve Thiakos,string,,,
Steven Eareast,string,,,
Steven Foster,string,,,
Steven Yang,string,,,
Sushil Bhojwani,string,,,
Suzanne Boylan,string,,,
Tal Melamed,string,,,
Taylor Geery,string,,,
Terrence Earle,string,,,
Thayer Dennison,string,,,
Thomas Holland,string,,,
Tim Czerniak,string,,,
Tim Tschirner,string,,,
Tirth Patel,string,,,
Tom Dryer,string,,,
Tom Remoleur,string,,,
Tony Stott,string,,,
Trung Nguyen,string,,,
Vadzim Novikau,string,,,
Valeriy Kayukov,string,,,
Varun Gupta,string,,,
Vidhi Gandhi,string,,,
Vijendar Komalla,string,,,
Vikrant Vikrant,string,,,
Vincent Koo,string,,,
Vinicius Caixeta Dos Santos,string,,,
Vito Francisco Chiarella,string,,,
Vivian Duong,string,,,
Vlad Kovacik,string,,,
Vlad Titov,string,,,
Vladimir Avram,string,,,
Wendy Robillard,string,,,
Will Bowers,string,,,
Will Cagney Murphy,string,,,
Will Liu,string,,,
Will （吉鹏飞） Ji,string,,,
William Wei,string,,,
William Zhang,string,,,
Woody Yang,string,,,
Xander Botha,string,,,
Xinqi Zhu,string,,,
Yagmur Baydogan,string,,,
Yawar Mohammad Khan,string,,,
Yevhen Kovtun,string,,,
Yi Zhang,string,,,
Yicong Zhou,string,,,
Yifei （瞿亦非） Qu,string,,,
Yiming （黄轶明） Huang,string,,,
Yuke Wang,string,,,
Yunjia Lu,string,,,
Yurii Konovaliuk,string,,,
Zach Lorimer,string,,,
Zeeshan Chougle,string,,,
Zhi Han Lim,string,,,
Zihao Huang,string,,,
Zuzana Szokeova,string,,,
BLANKLONG,blank,,,
BLANKLONG,blank,,,
BLANKLONG,blank,,,
BLANKLONG,blank,,,
BLANKLONG,blank,,,
MAIN SCORE COMPOSER,logotext,,,
Walter Mair,string,,,
BLANK,blank,,,
ZOMBIE SCORE COMPOSER,logotext,,,
Jack Wall,string,,,
BLANK,blank,,,
MUSIC DIRECTOR,logotext,,,
JD Mayer,string,,,
BLANK,blank,,,
Additional Copying,dept,,,
Tim Laciano,string,,,
Additional Music,dept,,,
Jack Beech,string,,,
Thomas Mertlseder,string,,,
Additional Orchestration,dept,,,
Evan Rogers,string,,,
Ricardo Fernandes,string,,,
Ethnic Flutes,dept,,,
Veronika Vitazkova,string,,,
Mixed by,dept,,,
JD Mayer,string,,,
Justin Hunt,string,,,
Orchestrator/Copyist/Music Preparation,dept,,,
Tristan Noon,string,,,
Solo Cello and Solo Vocals,dept,,,
Joni Fuller,string,,,
Synth Programming,dept,,,
Christoph Pichler,string,,,
Jure Jerebic,string,,,
BLANK,blank,,,
ORCHESTRA RECORDED AT AIR STUDIOS - LONDON,logotext,,,
ORCHESTRA,logotext,,,
London Contemporary Orchestra,string,,,
CONDUCTOR,logotext,,,
Hugh Brunt,string,,,
RECORDING ENGINEER,logotext,,,
Fiona Cruickshank,string,,,
ASSISTANT ENGINEERS,logotext,,,
Alex Ferguson,string,,,
Jedidiah Rimell,string,,,
Wil Jones,string,,,
DIGITAL RECORDIST,logotext,,,
Jack Mills,string,,,
RECORDING PROJECTS MANAGER,logotext,,,
Meg Monteith,string,,,
ORCHESTRA MANAGER,logotext,,,
Amy-Elisabeth Hinds,string,,,
BLANKLONG,blank,,,
CALL OF DUTY UNIVERSE THEME COMPOSED BY,logotext,,,
Sam Marshall,string,,,
BLANK,blank,,,
BLANK,blank,,,
MODERN WARFARE THEME COMPOSED BY,logotext,,,
Sarah Schachner,string,,,
BLANK,blank,,,
BLANK,blank,,,
ADDITIONAL MUSIC COMPOSED BY,logotext,,,
Steve Ouimette,string,,,
BLANKLONG,blank,,,
MUSIC PRODUCTION AND IMPLEMENTATION BY SPIDER FARM PRODUCTIONS,logotext,,,
Kate Metcalf,string,,,
Nicole Yazmin,string,,,
Raheem Frederick,string,,,
Sam Marshall,string,,,
BLANKLONG,blank,,,
MUSICIANS,logotext,,,
London Contemporary Orchestra,dept,,,
Adam Crighton,string,,,
Agata Daraskaite,string,,,
Alan Andrews,string,,,
Alanna Tonetti-Tieppo,string,,,
Alastair Penman,string,,,
Alexandra Caldon,string,,,
Alice Kent,string,,,
Alison D'Souza,string,,,
Amy Swain,string,,,
Anastasia Gadaski,string,,,
Andy Budden,string,,,
Andy Marshall,string,,,
Anna De Bruin,string,,,
Ashok Klouda,string,,,
Barnaby Philpott,string,,,
Barry Clements,string,,,
Becky Jones,string,,,
Beth Calderbank,string,,,
Billy Cole,string,,,
Brian O'Kane,string,,,
Cara Laskaris,string,,,
Charis Jenson,string,,,
Charlotte Reid,string,,,
Chloe Vincent,string,,,
Chris Kelly,string,,,
Clare Bennett,string,,,
Clare Larkman,string,,,
Clifton Harrison,string,,,
Daisy Vatalaro,string,,,
Dan West,string,,,
Dave Brown,string,,,
David Lale,string,,,
Deni Teo,string,,,
Diana Mathews,string,,,
Ed Hilton,string,,,
Elisa Bergersen,string,,,
Eloisa-Fleur Thom,string,,,
Fabian van de Geest,string,,,
Frances Preston,string,,,
Gemma Riley,string,,,
Guy Button,string,,,
Gwen Reed,string,,,
Hazel Correa,string,,,
Iain Maxwell,string,,,
Ian Anderson,string,,,
Jack Reddick,string,,,
James Douglas,string,,,
Jane Salmon,string,,,
Jonny Byers,string,,,
Juan Gonzalez,string,,,
Kate Hainsworth,string,,,
Laura Moody,string,,,
Lindsay Kempley,string,,,
Mandhira de Saram,string,,,
Mark Wood,string,,,
Massimo Di Trolio,string,,,
Matthew Kettle,string,,,
Max Welford,string,,,
Meera Raja,string,,,
Meghan Cassidy,string,,,
Merin Rhyd,string,,,
Mike Levis,string,,,
Mike Pyser,string,,,
Nadine Nagen,string,,,
Natalie Klouda,string,,,
Nathaniel Boyd,string,,,
Nicola Davenport,string,,,
Nicole Crespo O'Donoghue,string,,,
Nicole Stokes,string,,,
Oliver Johnson,string,,,
Pasha Mansurov,string,,,
Paul Cott,string,,,
Pete Smith,string,,,
Radhika De Saram,string,,,
Raja Halder,string,,,
Reinoud Ford,string,,,
Richard Bayliss,string,,,
Roger Linley,string,,,
Ruth Harrison,string,,,
Ryan Hume,string,,,
Sam Freeman,string,,,
Sarah Daramy-Williams,string,,,
Sasha Koushk-Jalali,string,,,
Sasha Scott,string,,,
Simon Baker,string,,,
Siret Lust,string,,,
Sophie Mather,string,,,
Sophie Roper,string,,,
Stephanie Dyer,string,,,
Stephanie Edmundson,string,,,
Stephen Upshaw,string,,,
Verity Evanson,string,,,
Will White,string,,,
Zahra Benyounes,string,,,
Zoë Martlew,string,,,
Zoë Matthews,string,,,
BLANKLONG,blank,,,
SONGS,logotext,,,
Bonebreaker,dept,,,
Slaughter to Prevail,cast,Performed by,,
Killphonic Rights and Sumerian Records,cast,Courtesy of ,,
BLANK,blank,,,
Boney,dept,,,
Sam Sklair,cast,Written by,,
Stanley Cassidy,cast,,,
APM Music,cast,Courtesy of ,,
BLANK,blank,,,
Breach,dept,,,
Tonal Chaos Trailers,cast,By,,
BLANK,blank,,,
Call Me Revenge,dept,,,
Ryan Tedder,cast,Written by,,
Shéyaa Bin Abraham-Joseph,cast,,,
Sam Harris,cast,,,
Sean Foreman,cast,,,
Jason Evigan,cast,,,
21 Savage,cast,Performed by,,
d4vd,cast,,,
21 Savage appears courtesy of Slaughter Gang/Epic Records,cast,,,
Sony Music Entertainment,cast,By arrangement with,,
d4vd appears courtesy of Interscope Records,cast,,,
Slaughter Gang (ASCAP),cast,,,
All rights on behalf of Slaughter Gang administered by WC Music Corp.,cast,,,
My Dear Uncle Jack Publishing, LLC (BMI),cast,,,
All rights on behalf of My Dear Uncle Jack Publishing, LLC administered by Warner-Tamerlane Publishing Corp.,cast,,,
Sony Music Publishing,cast,Courtesy of ,,
BLANK,blank,,,
Chronos,dept,,,
Hi-Finesse Music and Sound,cast,By,,
BLANK,blank,,,
Crimson Blaze,dept,,,
Christian Vorlander,cast,Written by,,
Simon Heeger,cast,,,
2WEI,cast,Performed by,,
Position Music,cast,Courtesy of ,,
BLANK,blank,,,
Goldrush,dept,,,
Andrew John Skeet,cast,Composer,,
Anthony Edwin Phillips,cast,,,
Universal Trailer Series,cast,Publisher,,
Universal Production Music,cast,Courtesy of ,,
BLANK,blank,,,
Heat Of The Night,dept,,,
Dominic Glover,cast,Composers,,
Gary James Crocket,cast,,,
Jay Glover,cast,,,
Chappell Recorded Music Library Ltd,cast,Publisher,,
Universal Production Music,cast,Courtesy of ,,
BLANK,blank,,,
It's A Perfect Day,dept,,,
Tom Blades,cast,Written by,,
Geraint Watkins,cast,,,
APM Music,cast,Courtesy of ,,
BLANK,blank,,,
Salsa Feeling,dept,,,
Renato Pegado,cast,Written by,,
APM Music,cast,Courtesy of ,,
BLANK,blank,,,
Studio 42,dept,,,
Dan Stein,cast,Composer,,
ZFC Music,cast,Publisher,,
Universal Production Music,cast,Courtesy of ,,
BLANK,blank,,,
We Love Rock ‘n’ Roll,dept,,,
Gresby Race Nash,cast,Composer,,
Chappell Recorded Music Library Ltd,cast,Publisher,,
Universal Production Music,cast,Courtesy of,,
BLANK,blank,,,
Dead Shot Daiquiri Jingle,dept,,,
Craig Houston,cast,Lyrics by,,
Craig Houston,cast,Performed by,,
Shawn Jimmerson,cast,,,
BLANK,blank,,,
Death Perception Jingle,dept,,,
Shawn Jimmerson,cast,Lyrics by,,
Shawn Jimmerson,cast,Performed by,,
BLANK,blank,,,
Elemental Pop Jingle,dept,,,
Craig Houston,cast,Lyrics by,,
Elena Siegman,cast,Performed by,,
BLANK,blank,,,
Jugger-Nog Jingle,dept,,,
Brian Tuey,cast,Lyrics by,,
Craig Houston,cast,,,
Elena Siegman,cast,Performed by,,
BLANK,blank,,,
PHD Flopper Jingle,dept,,,
Brian Tuey,cast,Lyrics by,,
Shawn Jimmerson,cast,,,
Craig Houston,cast,Performed by,,
Shawn Jimmerson,cast,,,
BLANK,blank,,,
Quick Revive Jingle,dept,,,
Craig Houston,cast,Lyrics by,,
Craig Houston,cast,Performed by,,
BLANK,blank,,,
Speed Cola Jingle,dept,,,
Brian Tuey,cast,Lyrics by,,
Craig Houston,cast,,,
Craig Houston,cast,Performed by,,
Elena Siegman,cast,,,
BLANK,blank,,,
Stamin Up Jingle,dept,,,
Brian Tuey,cast,Lyrics by,,
Craig Houston,cast,Performed by,,
BLANK,blank,,,
Tombstone Soda Jingle,dept,,,
Shawn Jimmerson,cast,Lyrics by,,
Shawn Jimmerson,cast,Performed by,,
BLANK,blank,,,
BLANKLONG,blank,,,
CREDITS/EXTERNALPARTNERS,logotext,,,
BLANK,blank,,,
BLANK,blank,,,
BLANK,blank,,,
EXTERNAL CONCEPT,logotext,,,
GERRARD STUDIOS,dept,,,
Paul Gerrard,string,,,
WETA,dept,,,
Adam Anderson,string,,,
Brooklyn Dineen,string,,,
Chris Guise,string,,,
Christian Pearce,string,,,
Emilio Grasso,string,,,
Gallien Chanalet-Quercy,string,,,
Georgia McNeill,string,,,
Gus Hunter,string,,,
Iona Brinch,string,,,
Isabelle Adamson,string,,,
Jerome Morris,string,,,
Jessica George,string,,,
Josh-Hua Terei,string,,,
Joshua Damian,string,,,
Ken Samonte,string,,,
Max (Qinyi) Chow,string,,,
Max Malpass,string,,,
Rebekah Tisch,string,,,
Sierra Wang,string,,,
Stephen Crowe,string,,,
Tahiwi Trenor-Hunt,string,,,
Talei Searell,string,,,
Thomas Oates,string,,,
Vaughan Flanagan,string,,,
William Bennett,string,,,
BLANKLONG,blank,,,
EXTERNAL TECH ART,logotext,,,
ART BY RENS,dept,,,
Rens De Boer,string,,,
BLANKLONG,blank,,,
STUNT COORDINATORS,logotext,,,
Dennis Ruel,string,,,
Mark Miscione,string,,,
Mike Mukatis,string,,,
BLANK,blank,,,
MOTION CAPTURE PERFORMERS,logotext,,,
Adam Hart,string,,,
Andrew Katers,string,,,
Anis Cheurfa,string,,,
Bruce Inaba,string,,,
Bryan Cartago,string,,,
Caitlin Hudson,string,,,
Chris Patton,string,,,
Cina McKenna,string,,,
David Alarcon,string,,,
David Brandon Cornell,string,,,
Ellette Craddock,string,,,
Gui DaSilva,string,,,
Jasiri Booker,string,,,
Jerry Quill,string,,,
Jimmy Hart,string,,,
Joseph Oreste,string,,,
Katherine O'Donovan,string,,,
Kosey Baskin,string,,,
Micaiah Chau,string,,,
Mitchell Hall,string,,,
Oscar Leiva,string,,,
Paul Whitecotton,string,,,
Randy Haynie,string,,,
Robert Dill,string,,,
Shahaub Roudbari,string,,,
Shaun Charney,string,,,
Spencer Mulligan,string,,,
Stephen Sanders,string,,,
TJ Storm,string,,,
Thomas Forbes Johnson,string,,,
BLANKLONG,blank,,,
AUDIO LOCATION RECORDING,logotext,,,
Dr. Michael B. Smith,string,,,
Ethan Smith,string,,,
Joel L. Smith,string,,,
Kyle Adan Kode,string,,,
Nate Page,string,,,
Riley Jon Elder,string,,,
William McDonald,string,,,
BLANKLONG,blank,,,
EXTERNAL NARRATIVE DESIGN,logotext,,,
Brent Friedman,string,,,
BLANKLONG,blank,,,
NARRATIVE CONSULTANTS,logotext,,,
FOUNDATIONAL IP,dept,,,
Alison Zai,string,,,
Andrea Alvarado-Sierra,string,,,
Cameron Woods,string,,,
Dania Kidwai,string,,,
Lars Krutak,string,,,
Lewis Peterson,string,,,
May Peterson,string,,,
Michael Van Wagenen,string,,,
BLANKLONG,blank,,,
HISTORIAN,logotext,,,
Martin K.A. Morgan,string,,,
BLANKLONG,blank,,,
MILITARY ADVISOR,logotext,,,
SIX SHOOTERS, INC,dept,,,
Mitch Hall,string,,,
Stephen Sanders,string,,,
BLANKLONG,blank,,,
BLANK,blank,,,
BLANK,blank,,,
image_atvi_2023,logo,,320,80
BLANK,blank,,,
BLANK,blank,,,
ACTIVISION LOCALIZATION,logotext,,,
Abdurrahman Abuali,string,,,
Adam Mccarthy,string,,,
Adrian Devally,string,,,
Adrián González Blanco,string,,,
Ai Tsumuraya,string,,,
Aki Nishikawa,string,,,
Alaa Magdy,string,,,
Aleksander Komsta,string,,,
Alex Mangdindam,string,,,
Alex Siddi,string,,,
Allan Fidelis,string,,,
Amal Ehsan,string,,,
Ameen Noor,string,,,
Ana Olivares,string,,,
Ana Sánchez,string,,,
Andrea Rueda,string,,,
Andrey Murashev,string,,,
Angela Brauer,string,,,
Angela Simiriotis,string,,,
Angelo Nieri,string,,,
Angelo Scogno,string,,,
Anton Kvirkveliya,string,,,
Arkadiusz Jędrzejewski,string,,,
Artūr Afanasjev,string,,,
Asya Moskalenko,string,,,
Aurora Trigo,string,,,
Aurélien Taraud,string,,,
Axel Fernandez,string,,,
Aziz Janah,string,,,
Barry Kehoe,string,,,
Carl Cullen,string,,,
Chenghao Liu,string,,,
Chia-Yin Tien,string,,,
Chikage Morimoto,string,,,
Ching Yun Lu,string,,,
Choonkyu Lee,string,,,
Christophe Bugny-Leroy,string,,,
Chunjun Guo,string,,,
Ciarán O'Shea,string,,,
Claudia Rodríguez Vázquez,string,,,
Constantin Catalin Ignat,string,,,
Cristine Fernandes,string,,,
Dai Liu,string,,,
Dain Kim,string,,,
Daniela Uribe Venegas,string,,,
Daria Demianenko,string,,,
Daria Onushko,string,,,
Darragh Ward,string,,,
Deniz Ozdemir,string,,,
Dina Tamimi,string,,,
Dominik Merkun,string,,,
Ecaterina Singh,string,,,
Eduardo Dos Santos Tomazzoni,string,,,
Ekaterina Vdovchenko,string,,,
Ekin Konya,string,,,
Elisa Pelosi,string,,,
Elvira Sharipova,string,,,
Emanuele Davide Chiappetta,string,,,
Emre Öney,string,,,
Eri Drugeon,string,,,
Eric Luiz Rohrich,string,,,
Eugenia Domínguez Rodríguez,string,,,
Eva Lara,string,,,
Fabiana Ippolito,string,,,
Falk Buerger,string,,,
Fergus Lindsay,string,,,
Fernanda Brito,string,,,
Fiona Ebbs,string,,,
Florian Milano,string,,,
Francesca Palumbo,string,,,
Franck Morisseau,string,,,
Gabriel Bagdadi,string,,,
Gabriel Delbone,string,,,
Gloria Bellesi,string,,,
Greta Fardello,string,,,
Guillermo Lara Franco,string,,,
Guo Jing Ho,string,,,
Gustavo Serdoch,string,,,
Haeden Park,string,,,
Haeun Kang,string,,,
Hammou Houdjedje,string,,,
Hana Ismail,string,,,
Hana Suzuki,string,,,
Hao Qi,string,,,
Heberto Rios,string,,,
Hiroomi Kitsugi,string,,,
Hitomi Rorke,string,,,
Hojeong Kim,string,,,
Holger Schwendler,string,,,
Hsiao Han Chen,string,,,
Hubert Zięba,string,,,
Igor Mantovani,string,,,
Iksong Kim,string,,,
Ikumi Foreman,string,,,
Ilji Maeng,string,,,
Irina Mufazalova,string,,,
Iván Schweizer,string,,,
Jae Young Han,string,,,
Jaeseong Ma,string,,,
Jaeyoung Choi,string,,,
Jakyung Koo,string,,,
Javier Fernando Melo,string,,,
Javier Martin Alvarez,string,,,
Jesús Echeverría,string,,,
Jiawen Cen,string,,,
Jieun Park,string,,,
Jinghong Yan,string,,,
Jiraput Wongsinsukin,string,,,
Joe Manly,string,,,
Joseph Burikukiye,string,,,
Jule Marie Loescher,string,,,
Julia Schimanski,string,,,
Julie Balester,string,,,
Julie Wüthrich,string,,,
Justus-Benedict Wagener,string,,,
Kang Hyuck Lee,string,,,
Kanokporn Chaingaow,string,,,
Karlla Melo,string,,,
Katarzyna Tokarczyk,string,,,
Kazuki Ueno,string,,,
Kazuma Ukawa,string,,,
Kevin Hannigan,string,,,
Kira Bayda,string,,,
Kittichai Chaikhini,string,,,
Kota Kuga,string,,,
Krzysztof Podstawski,string,,,
Kutay Can Kaynak,string,,,
Lea Skudlarek,string,,,
Leonardo Christello Díaz,string,,,
Leticia Sessa,string,,,
Liliia Dashkevich,string,,,
Lingling Liu,string,,,
Lolita Guseinova,string,,,
Lucas Almada,string,,,
Lydia Yi Chen Li,string,,,
Léo Siron,string,,,
Magdalena Fuentes Navas,string,,,
Mai Miyakawa,string,,,
Maisoun Qasem,string,,,
Maitiu Rafferty,string,,,
Mannix Kelly,string,,,
Manon Boderé,string,,,
Manuela Loritz,string,,,
Marco Santorsa,string,,,
Margot Biland,string,,,
Maria Simkhes,string,,,
Marina Montero Caamano,string,,,
Marina Nicolás López,string,,,
Mario Altrui,string,,,
Martyna Gołaś,string,,,
Marylou Larrieu,string,,,
María Lucía Martínez Del Jesús,string,,,
Mateus Tarckiani Faria,string,,,
Matheus Angelotti,string,,,
Matías Nicolini Antivil,string,,,
Maya Iba,string,,,
Mayela Izaguirre Sousa,string,,,
Melody Rodríguez Lomba,string,,,
Methawee Nualdaeng,string,,,
Michael Morelli,string,,,
Minji Kim,string,,,
Miseon Kim,string,,,
Monika Kuźba,string,,,
Muirne Maher,string,,,
Nadia Onoguekhian-Habert,string,,,
Nanthaphon Nayart,string,,,
Natalia Fialho,string,,,
Natascha Gehring,string,,,
Nayara Martinelli,string,,,
Noriyuki Dochi,string,,,
Nuri Azouz,string,,,
Níchel Moreno Vieira,string,,,
Oguzhan Uygun,string,,,
Olha Samara,string,,,
Onur Demir,string,,,
Otowa Fukahori,string,,,
Panisara Prommetta,string,,,
Parat Piyapanant,string,,,
Parisa Haghshenas,string,,,
Paul Hubmann,string,,,
Peerapat Yeamsaard,string,,,
Peter Röthlein,string,,,
Pierre Henry,string,,,
Pierrick Eliceiry,string,,,
Po Min Chen,string,,,
Pongsathon Suksane,string,,,
Qingqing Zhao,string,,,
Qitao Zhu,string,,,
