a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16
944,,21536000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21560500,,,,,,945,945,ranked_up_11,RANK/PRESTIGE_18
945,,21560500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21585000,,,,,,946,946,ranked_up_11,RANK/PRESTIGE_18
946,,21585000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21609500,,,,,,947,947,ranked_up_11,RANK/PRESTIGE_18
947,,21609500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21634000,,,,,,948,948,ranked_up_11,RANK/PRESTIGE_18
948,,21634000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21658500,,,,,,949,949,ranked_up_11,RANK/PRESTIGE_18
949,,21658500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21683000,,,,,,950,950,ranked_up_11,RANK/PRESTIGE_19
950,,21683000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21707500,,,,,,951,951,ranked_up_11,RANK/PRESTIGE_19
951,,21707500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21732000,,,,,,952,952,ranked_up_11,RANK/PRESTIGE_19
952,,21732000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21756500,,,,,,953,953,ranked_up_11,RANK/PRESTIGE_19
953,,21756500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21781000,,,,,,954,954,ranked_up_11,RANK/PRESTIGE_19
954,,21781000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21805500,,,,,,955,955,ranked_up_11,RANK/PRESTIGE_19
955,,21805500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21830000,,,,,,956,956,ranked_up_11,RANK/PRESTIGE_19
956,,21830000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21854500,,,,,,957,957,ranked_up_11,RANK/PRESTIGE_19
957,,21854500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21879000,,,,,,958,958,ranked_up_11,RANK/PRESTIGE_19
958,,21879000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21903500,,,,,,959,959,ranked_up_11,RANK/PRESTIGE_19
959,,21903500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21928000,,,,,,960,960,ranked_up_11,RANK/PRESTIGE_19
960,,21928000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21952500,,,,,,961,961,ranked_up_11,RANK/PRESTIGE_19
961,,21952500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,21977000,,,,,,962,962,ranked_up_11,RANK/PRESTIGE_19
962,,21977000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22001500,,,,,,963,963,ranked_up_11,RANK/PRESTIGE_19
963,,22001500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22026000,,,,,,964,964,ranked_up_11,RANK/PRESTIGE_19
964,,22026000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22050500,,,,,,965,965,ranked_up_11,RANK/PRESTIGE_19
965,,22050500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22075000,,,,,,966,966,ranked_up_11,RANK/PRESTIGE_19
966,,22075000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22099500,,,,,,967,967,ranked_up_11,RANK/PRESTIGE_19
967,,22099500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22124000,,,,,,968,968,ranked_up_11,RANK/PRESTIGE_19
968,,22124000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22148500,,,,,,969,969,ranked_up_11,RANK/PRESTIGE_19
969,,22148500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22173000,,,,,,970,970,ranked_up_11,RANK/PRESTIGE_19
970,,22173000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22197500,,,,,,971,971,ranked_up_11,RANK/PRESTIGE_19
971,,22197500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22222000,,,,,,972,972,ranked_up_11,RANK/PRESTIGE_19
972,,22222000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22246500,,,,,,973,973,ranked_up_11,RANK/PRESTIGE_19
973,,22246500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22271000,,,,,,974,974,ranked_up_11,RANK/PRESTIGE_19
974,,22271000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22295500,,,,,,975,975,ranked_up_11,RANK/PRESTIGE_19
975,,22295500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22320000,,,,,,976,976,ranked_up_11,RANK/PRESTIGE_19
976,,22320000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22344500,,,,,,977,977,ranked_up_11,RANK/PRESTIGE_19
977,,22344500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22369000,,,,,,978,978,ranked_up_11,RANK/PRESTIGE_19
978,,22369000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22393500,,,,,,979,979,ranked_up_11,RANK/PRESTIGE_19
979,,22393500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22418000,,,,,,980,980,ranked_up_11,RANK/PRESTIGE_19
980,,22418000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22442500,,,,,,981,981,ranked_up_11,RANK/PRESTIGE_19
981,,22442500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22467000,,,,,,982,982,ranked_up_11,RANK/PRESTIGE_19
982,,22467000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22491500,,,,,,983,983,ranked_up_11,RANK/PRESTIGE_19
983,,22491500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22516000,,,,,,984,984,ranked_up_11,RANK/PRESTIGE_19
984,,22516000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22540500,,,,,,985,985,ranked_up_11,RANK/PRESTIGE_19
985,,22540500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22565000,,,,,,986,986,ranked_up_11,RANK/PRESTIGE_19
986,,22565000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22589500,,,,,,987,987,ranked_up_11,RANK/PRESTIGE_19
987,,22589500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22614000,,,,,,988,988,ranked_up_11,RANK/PRESTIGE_19
988,,22614000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22638500,,,,,,989,989,ranked_up_11,RANK/PRESTIGE_19
989,,22638500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22663000,,,,,,990,990,ranked_up_11,RANK/PRESTIGE_19
990,,22663000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22687500,,,,,,991,991,ranked_up_11,RANK/PRESTIGE_19
991,,22687500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22712000,,,,,,992,992,ranked_up_11,RANK/PRESTIGE_19
992,,22712000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22736500,,,,,,993,993,ranked_up_11,RANK/PRESTIGE_19
993,,22736500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22761000,,,,,,994,994,ranked_up_11,RANK/PRESTIGE_19
994,,22761000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22785500,,,,,,995,995,ranked_up_11,RANK/PRESTIGE_19
995,,22785500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22810000,,,,,,996,996,ranked_up_11,RANK/PRESTIGE_19
996,,22810000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22834500,,,,,,997,997,ranked_up_11,RANK/PRESTIGE_19
997,,22834500,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22859000,,,,,,998,998,ranked_up_11,RANK/PRESTIGE_19
998,,22859000,24500,RANK/PRESTIGE_19,RANK/PRESTIGE_19,,22883500,,,,,,999,999,ranked_up_11,RANK/PRESTIGE_19
999,,22883500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,22908000,,,,,,1000,1000,ranked_up_11,RANK/PRESTIGE_20
1000,,22908000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,22932500,,,,,,1001,1001,ranked_up_11,RANK/PRESTIGE_20
1001,,22932500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,22957000,,,,,,1002,1002,ranked_up_11,RANK/PRESTIGE_20
1002,,22957000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,22981500,,,,,,1003,1003,ranked_up_11,RANK/PRESTIGE_20
1003,,22981500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23006000,,,,,,1004,1004,ranked_up_11,RANK/PRESTIGE_20
1004,,23006000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23030500,,,,,,1005,1005,ranked_up_11,RANK/PRESTIGE_20
1005,,23030500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23055000,,,,,,1006,1006,ranked_up_11,RANK/PRESTIGE_20
1006,,23055000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23079500,,,,,,1007,1007,ranked_up_11,RANK/PRESTIGE_20
1007,,23079500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23104000,,,,,,1008,1008,ranked_up_11,RANK/PRESTIGE_20
1008,,23104000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23128500,,,,,,1009,1009,ranked_up_11,RANK/PRESTIGE_20
1009,,23128500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23153000,,,,,,1010,1010,ranked_up_11,RANK/PRESTIGE_20
1010,,23153000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23177500,,,,,,1011,1011,ranked_up_11,RANK/PRESTIGE_20
1011,,23177500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23202000,,,,,,1012,1012,ranked_up_11,RANK/PRESTIGE_20
1012,,23202000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23226500,,,,,,1013,1013,ranked_up_11,RANK/PRESTIGE_20
1013,,23226500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23251000,,,,,,1014,1014,ranked_up_11,RANK/PRESTIGE_20
1014,,23251000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23275500,,,,,,1015,1015,ranked_up_11,RANK/PRESTIGE_20
1015,,23275500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23300000,,,,,,1016,1016,ranked_up_11,RANK/PRESTIGE_20
1016,,23300000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23324500,,,,,,1017,1017,ranked_up_11,RANK/PRESTIGE_20
1017,,23324500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23349000,,,,,,1018,1018,ranked_up_11,RANK/PRESTIGE_20
1018,,23349000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23373500,,,,,,1019,1019,ranked_up_11,RANK/PRESTIGE_20
1019,,23373500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23398000,,,,,,1020,1020,ranked_up_11,RANK/PRESTIGE_20
1020,,23398000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23422500,,,,,,1021,1021,ranked_up_11,RANK/PRESTIGE_20
1021,,23422500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23447000,,,,,,1022,1022,ranked_up_11,RANK/PRESTIGE_20
1022,,23447000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23471500,,,,,,1023,1023,ranked_up_11,RANK/PRESTIGE_20
1023,,23471500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23496000,,,,,,1024,1024,ranked_up_11,RANK/PRESTIGE_20
1024,,23496000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23520500,,,,,,1025,1025,ranked_up_11,RANK/PRESTIGE_20
1025,,23520500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23545000,,,,,,1026,1026,ranked_up_11,RANK/PRESTIGE_20
1026,,23545000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23569500,,,,,,1027,1027,ranked_up_11,RANK/PRESTIGE_20
1027,,23569500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23594000,,,,,,1028,1028,ranked_up_11,RANK/PRESTIGE_20
1028,,23594000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23618500,,,,,,1029,1029,ranked_up_11,RANK/PRESTIGE_20
1029,,23618500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23643000,,,,,,1030,1030,ranked_up_11,RANK/PRESTIGE_20
1030,,23643000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23667500,,,,,,1031,1031,ranked_up_11,RANK/PRESTIGE_20
1031,,23667500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23692000,,,,,,1032,1032,ranked_up_11,RANK/PRESTIGE_20
1032,,23692000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23716500,,,,,,1033,1033,ranked_up_11,RANK/PRESTIGE_20
1033,,23716500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23741000,,,,,,1034,1034,ranked_up_11,RANK/PRESTIGE_20
1034,,23741000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23765500,,,,,,1035,1035,ranked_up_11,RANK/PRESTIGE_20
1035,,23765500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23790000,,,,,,1036,1036,ranked_up_11,RANK/PRESTIGE_20
1036,,23790000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23814500,,,,,,1037,1037,ranked_up_11,RANK/PRESTIGE_20
1037,,23814500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23839000,,,,,,1038,1038,ranked_up_11,RANK/PRESTIGE_20
1038,,23839000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23863500,,,,,,1039,1039,ranked_up_11,RANK/PRESTIGE_20
1039,,23863500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23888000,,,,,,1040,1040,ranked_up_11,RANK/PRESTIGE_20
1040,,23888000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23912500,,,,,,1041,1041,ranked_up_11,RANK/PRESTIGE_20
1041,,23912500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23937000,,,,,,1042,1042,ranked_up_11,RANK/PRESTIGE_20
1042,,23937000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23961500,,,,,,1043,1043,ranked_up_11,RANK/PRESTIGE_20
1043,,23961500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,23986000,,,,,,1044,1044,ranked_up_11,RANK/PRESTIGE_20
1044,,23986000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,24010500,,,,,,1045,1045,ranked_up_11,RANK/PRESTIGE_20
1045,,24010500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,24035000,,,,,,1046,1046,ranked_up_11,RANK/PRESTIGE_20
1046,,24035000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,24059500,,,,,,1047,1047,ranked_up_11,RANK/PRESTIGE_20
1047,,24059500,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,24084000,,,,,,1048,1048,ranked_up_11,RANK/PRESTIGE_20
1048,,24084000,24500,RANK/PRESTIGE_20,RANK/PRESTIGE_20,,24108500,,,,,,1049,1049,ranked_up_11,RANK/PRESTIGE_20
1049,,24108500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24133000,,,,,,1050,1050,ranked_up_11,RANK/PRESTIGE_21
1050,,24133000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24157500,,,,,,1051,1051,ranked_up_11,RANK/PRESTIGE_21
1051,,24157500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24182000,,,,,,1052,1052,ranked_up_11,RANK/PRESTIGE_21
1052,,24182000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24206500,,,,,,1053,1053,ranked_up_11,RANK/PRESTIGE_21
1053,,24206500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24231000,,,,,,1054,1054,ranked_up_11,RANK/PRESTIGE_21
1054,,24231000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24255500,,,,,,1055,1055,ranked_up_11,RANK/PRESTIGE_21
1055,,24255500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24280000,,,,,,1056,1056,ranked_up_11,RANK/PRESTIGE_21
1056,,24280000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24304500,,,,,,1057,1057,ranked_up_11,RANK/PRESTIGE_21
1057,,24304500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24329000,,,,,,1058,1058,ranked_up_11,RANK/PRESTIGE_21
1058,,24329000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24353500,,,,,,1059,1059,ranked_up_11,RANK/PRESTIGE_21
1059,,24353500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24378000,,,,,,1060,1060,ranked_up_11,RANK/PRESTIGE_21
1060,,24378000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24402500,,,,,,1061,1061,ranked_up_11,RANK/PRESTIGE_21
1061,,24402500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24427000,,,,,,1062,1062,ranked_up_11,RANK/PRESTIGE_21
1062,,24427000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24451500,,,,,,1063,1063,ranked_up_11,RANK/PRESTIGE_21
1063,,24451500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24476000,,,,,,1064,1064,ranked_up_11,RANK/PRESTIGE_21
1064,,24476000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24500500,,,,,,1065,1065,ranked_up_11,RANK/PRESTIGE_21
1065,,24500500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24525000,,,,,,1066,1066,ranked_up_11,RANK/PRESTIGE_21
1066,,24525000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24549500,,,,,,1067,1067,ranked_up_11,RANK/PRESTIGE_21
1067,,24549500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24574000,,,,,,1068,1068,ranked_up_11,RANK/PRESTIGE_21
1068,,24574000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24598500,,,,,,1069,1069,ranked_up_11,RANK/PRESTIGE_21
1069,,24598500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24623000,,,,,,1070,1070,ranked_up_11,RANK/PRESTIGE_21
1070,,24623000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24647500,,,,,,1071,1071,ranked_up_11,RANK/PRESTIGE_21
1071,,24647500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24672000,,,,,,1072,1072,ranked_up_11,RANK/PRESTIGE_21
1072,,24672000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24696500,,,,,,1073,1073,ranked_up_11,RANK/PRESTIGE_21
1073,,24696500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24721000,,,,,,1074,1074,ranked_up_11,RANK/PRESTIGE_21
1074,,24721000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24745500,,,,,,1075,1075,ranked_up_11,RANK/PRESTIGE_21
1075,,24745500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24770000,,,,,,1076,1076,ranked_up_11,RANK/PRESTIGE_21
1076,,24770000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24794500,,,,,,1077,1077,ranked_up_11,RANK/PRESTIGE_21
1077,,24794500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24819000,,,,,,1078,1078,ranked_up_11,RANK/PRESTIGE_21
1078,,24819000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24843500,,,,,,1079,1079,ranked_up_11,RANK/PRESTIGE_21
1079,,24843500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24868000,,,,,,1080,1080,ranked_up_11,RANK/PRESTIGE_21
1080,,24868000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24892500,,,,,,1081,1081,ranked_up_11,RANK/PRESTIGE_21
1081,,24892500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24917000,,,,,,1082,1082,ranked_up_11,RANK/PRESTIGE_21
1082,,24917000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24941500,,,,,,1083,1083,ranked_up_11,RANK/PRESTIGE_21
1083,,24941500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24966000,,,,,,1084,1084,ranked_up_11,RANK/PRESTIGE_21
1084,,24966000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,24990500,,,,,,1085,1085,ranked_up_11,RANK/PRESTIGE_21
1085,,24990500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,25015000,,,,,,1086,1086,ranked_up_11,RANK/PRESTIGE_21
1086,,25015000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,25039500,,,,,,1087,1087,ranked_up_11,RANK/PRESTIGE_21
1087,,25039500,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,25064000,,,,,,1088,1088,ranked_up_11,RANK/PRESTIGE_21
1088,,25064000,24500,RANK/PRESTIGE_21,RANK/PRESTIGE_21,,25088500,,,,,,1089,1089,ranked_up_11,RANK/PRESTIGE_21
1089,,25088500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25113000,,,,,,1090,1090,ranked_up_11,RANK/PRESTIGE_22
1090,,25113000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25137500,,,,,,1091,1091,ranked_up_11,RANK/PRESTIGE_22
1091,,25137500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25162000,,,,,,1092,1092,ranked_up_11,RANK/PRESTIGE_22
1092,,25162000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25186500,,,,,,1093,1093,ranked_up_11,RANK/PRESTIGE_22
1093,,25186500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25211000,,,,,,1094,1094,ranked_up_11,RANK/PRESTIGE_22
1094,,25211000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25235500,,,,,,1095,1095,ranked_up_11,RANK/PRESTIGE_22
1095,,25235500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25260000,,,,,,1096,1096,ranked_up_11,RANK/PRESTIGE_22
1096,,25260000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25284500,,,,,,1097,1097,ranked_up_11,RANK/PRESTIGE_22
1097,,25284500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25309000,,,,,,1098,1098,ranked_up_11,RANK/PRESTIGE_22
1098,,25309000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25333500,,,,,,1099,1099,ranked_up_11,RANK/PRESTIGE_22
1099,,25333500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25358000,,,,,,1100,1100,ranked_up_11,RANK/PRESTIGE_22
1100,,25358000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25382500,,,,,,1101,1101,ranked_up_11,RANK/PRESTIGE_22
1101,,25382500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25407000,,,,,,1102,1102,ranked_up_11,RANK/PRESTIGE_22
1102,,25407000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25431500,,,,,,1103,1103,ranked_up_11,RANK/PRESTIGE_22
1103,,25431500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25456000,,,,,,1104,1104,ranked_up_11,RANK/PRESTIGE_22
1104,,25456000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25480500,,,,,,1105,1105,ranked_up_11,RANK/PRESTIGE_22
1105,,25480500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25505000,,,,,,1106,1106,ranked_up_11,RANK/PRESTIGE_22
1106,,25505000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25529500,,,,,,1107,1107,ranked_up_11,RANK/PRESTIGE_22
1107,,25529500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25554000,,,,,,1108,1108,ranked_up_11,RANK/PRESTIGE_22
1108,,25554000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25578500,,,,,,1109,1109,ranked_up_11,RANK/PRESTIGE_22
1109,,25578500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25603000,,,,,,1110,1110,ranked_up_11,RANK/PRESTIGE_22
1110,,25603000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25627500,,,,,,1111,1111,ranked_up_11,RANK/PRESTIGE_22
1111,,25627500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25652000,,,,,,1112,1112,ranked_up_11,RANK/PRESTIGE_22
1112,,25652000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25676500,,,,,,1113,1113,ranked_up_11,RANK/PRESTIGE_22
1113,,25676500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25701000,,,,,,1114,1114,ranked_up_11,RANK/PRESTIGE_22
1114,,25701000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25725500,,,,,,1115,1115,ranked_up_11,RANK/PRESTIGE_22
1115,,25725500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25750000,,,,,,1116,1116,ranked_up_11,RANK/PRESTIGE_22
1116,,25750000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25774500,,,,,,1117,1117,ranked_up_11,RANK/PRESTIGE_22
1117,,25774500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25799000,,,,,,1118,1118,ranked_up_11,RANK/PRESTIGE_22
1118,,25799000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25823500,,,,,,1119,1119,ranked_up_11,RANK/PRESTIGE_22
1119,,25823500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25848000,,,,,,1120,1120,ranked_up_11,RANK/PRESTIGE_22
1120,,25848000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25872500,,,,,,1121,1121,ranked_up_11,RANK/PRESTIGE_22
1121,,25872500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25897000,,,,,,1122,1122,ranked_up_11,RANK/PRESTIGE_22
1122,,25897000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25921500,,,,,,1123,1123,ranked_up_11,RANK/PRESTIGE_22
1123,,25921500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25946000,,,,,,1124,1124,ranked_up_11,RANK/PRESTIGE_22
1124,,25946000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25970500,,,,,,1125,1125,ranked_up_11,RANK/PRESTIGE_22
1125,,25970500,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,25995000,,,,,,1126,1126,ranked_up_11,RANK/PRESTIGE_22
1126,,25995000,24500,RANK/PRESTIGE_22,RANK/PRESTIGE_22,,26019500,,,,,,1127,1127,ranked_up_11,RANK/PRESTIGE_22
